game_id,game_date,away_team_id,home_team_id
401820182,2025-11-04,119,2352
401819905,2025-11-04,23,254
401819860,2025-11-04,147,38
401827439,2025-11-04,13,30
401826917,2025-11-04,2144,2458
401824054,2025-11-04,2449,204
401823508,2025-11-04,70,265
401830113,2025-11-04,3246,300
401829477,2025-11-04,2900,2608
401826906,2025-11-04,2318,28
401826724,2025-11-04,2662,2539
401826041,2025-11-04,3167,27
401824125,2025-11-04,2172,2547
401824087,2025-11-04,2930,2501
401824037,2025-11-04,124946,2351
401823255,2025-11-04,130201,2463
401822728,2025-11-04,110450,2239
401817218,2025-11-04,2934,25
401828922,2025-11-04,2235,278
401823530,2025-11-04,2908,2856
401827127,2025-11-04,2029,264
401828553,2025-11-04,339,2509
401817228,2025-11-05,251,150
401826746,2025-11-05,2447,96
401819898,2025-11-05,2815,2641
401826052,2025-11-04,112706,2378
401829341,2025-11-05,3107,2565
401827525,2025-11-05,2448,2579
401826705,2025-11-05,2016,52
401824884,2025-11-05,124947,2193
401824860,2025-11-05,2857,2405
401823857,2025-11-05,2990,2363
401823724,2025-11-05,2383,2529
401822165,2025-11-05,2885,2230
401820806,2025-11-05,290,151
401813397,2025-11-05,116,277
401826879,2025-11-05,2427,2724
401826946,2025-11-05,110418,3084
401826803,2025-11-05,128256,242
401825185,2025-11-05,2027,2031
401823321,2025-11-05,2403,2623
401822329,2025-11-05,2197,2674
401819888,2025-11-05,2430,2306
401813286,2025-11-05,198,197
401823398,2025-11-05,2523,2294
401830629,2025-11-05,2001,166
401830409,2025-11-05,22,2540
401824110,2025-11-05,2475,301
401819813,2025-11-05,253,9
401826926,2025-11-05,2957,16
401826895,2025-11-05,2348,2440
401824118,2025-11-05,6183,2541
401823553,2025-11-05,123350,304
401823304,2025-11-05,299,21
401820395,2025-11-05,2630,2439
401817464,2025-11-05,2502,24
401824895,2025-11-05,62,2483
401811102,2025-11-06,233,156
401822993,2025-11-05,2397,2393
401826937,2025-11-05,495,2506
401820604,2025-11-05,178,2066
401812626,2025-11-05,2520,164
401826731,2025-11-05,108942,2026
401822176,2025-11-05,2154,2325
401831374,2025-11-06,128256,2636
401830341,2025-11-06,126826,2400
401829495,2025-11-06,2688,256
401829411,2025-11-06,2175,322
401828719,2025-11-06,111926,2450
401827517,2025-11-06,2058,2210
401827040,2025-11-06,2163,2504
401826837,2025-11-06,2169,218
401826767,2025-11-06,177,261
401823484,2025-11-06,548,2382
401823450,2025-11-06,2355,2511
401823036,2025-11-06,2379,61
401820822,2025-11-06,88,2086
401817172,2025-11-06,2896,257
401827212,2025-11-06,130174,326
401827172,2025-11-06,2010,84
401826995,2025-11-06,2627,99
401823021,2025-11-06,2582,269
401830318,2025-11-06,2837,167
401828288,2025-11-06,111254,149
